radiation_level,pressure,alien_prob,flare_prob,growth_potential,h2o,target
76.67,0.605,7.8,13.5,3.4,0,non_habitable
100.42,0.42,13.8,23.0,3.5,0,non_habitable
94.469,0.308350949,-8.0,33.6,2.28,0,potentially_habitable
74.625,0.182,6.257000000000001,24.017,2.855,0,non_habitable
32.78,0.723,1.2,13.11,5.1,1,very_habitable
36.1,0.9009999999999999,1.6,8.5,3.4,1,potentially_habitable
79.11,0.61,7.0,17.7,3.2,1,potentially_habitable
73.06,0.6609999999999999,-1.0,20.0,3.1,0,non_habitable
78.954,1.0851121129999999,4.5,5.75,4.253,1,potentially_habitable
89.64,0.5710000000000001,2.4,9.555,,1,potentially_habitable
45.72,0.46399999999999997,5.2,8.8,3.9,0,non_habitable
119.16,0.358,17.9,24.97,3.8,0,non_habitable
32.188,0.821,-1.42,9.721,4.961,1,very_habitable
45.88,0.9490000000000001,4.6,6.865,3.8,1,potentially_habitable
80.47,0.841,6.8,12.5,4.0,1,potentially_habitable
71.623,1.086644521,3.3,5.95,4.296,1,very_habitable
30.81,0.601,1.9,5.725,3.6,1,very_habitable
95.2,0.5529999999999999,9.3,15.595,,0,non_habitable
26.726999999999997,1.037,2.5860000000000003,6.671,,1,very_habitable
58.25,0.62,1.8,8.8,3.4,0,non_habitable
80.188,0.611,1.913,9.171,3.1060000000000003,0,non_habitable
83.93799999999999,0.526,3.957,16.355,2.7089999999999996,0,non_habitable
63.869,0.708,11.774000000000001,13.081,,1,potentially_habitable
44.07899999999999,1.079,6.492000000000001,7.414,,1,potentially_habitable
62.81,0.8740000000000001,2.5,7.255,3.3,0,non_habitable
67.541,0.513883186,3.0,11.4,3.1310000000000002,0,non_habitable
88.00200000000001,0.602059991,4.8,10.5,4.498,1,very_habitable
79.08,0.508,-4.0,19.3,2.4,0,non_habitable
34.62,0.5579999999999999,1.9,10.51,3.3,1,very_habitable
75.1,0.53,3.0,20.4,3.0,0,non_habitable
44.188,0.667,2.897,12.435,3.1719999999999997,1,potentially_habitable
77.75,0.8640000000000001,11.3,10.85,4.7,1,potentially_habitable
68.824,0.556,10.203,21.3735,,0,non_habitable
62.563,0.569,5.791,11.446,3.25,0,non_habitable
55.096000000000004,0.9109999999999999,6.272,10.495,,0,non_habitable
58.806000000000004,0.655138435,1.0,18.8,3.5639999999999996,1,very_habitable
62.88,0.6890000000000001,12.6,23.7,2.7,1,very_habitable
32.08,0.968,2.2,7.355,5.3,1,potentially_habitable
63.371,0.415,16.340999999999998,17.2355,,0,non_habitable
52.281000000000006,0.9209999999999999,1.109,8.022,3.965,1,potentially_habitable
71.55,0.5579999999999999,5.1,9.85,3.3,0,non_habitable
62.785,0.7909999999999999,17.277,13.9615,,0,non_habitable
97.02,0.754,11.9,13.75,4.3,1,potentially_habitable
73.2,0.67,0.1,23.65,2.6,0,non_habitable
89.11,0.562,11.4,13.205,,0,non_habitable
44.86,0.9129999999999999,2.1,3.95,4.8,0,non_habitable
32.531,0.867,-0.022000000000000002,12.376,4.93,1,very_habitable
61.466,0.549003262,1.8,11.6,3.159,0,non_habitable
75.57,0.6409999999999999,6.6,11.25,,0,non_habitable
76.188,0.529,-0.09300000000000001,10.591,4.699,1,potentially_habitable
65.695,0.633,9.408,13.549000000000001,,0,non_habitable
54.15,0.72,5.6,11.94,,1,potentially_habitable
54.24,0.318,-2.7,12.285,,1,very_habitable
49.848,0.719911064,1.6,10.2,4.547,1,very_habitable
51.81399999999999,0.285782274,5.1,12.05,3.228,0,non_habitable
60.3,0.624,4.3,11.05,3.6,0,non_habitable
45.57,0.924,1.1,8.84,4.7,1,potentially_habitable
59.22,0.382,2.1,20.215,3.0,0,non_habitable
47.48,0.895,6.4,7.11,,1,potentially_habitable
60.075,0.8199385690000001,8.4,7.8,3.875,0,non_habitable
92.28,0.42,12.3,14.46,3.3,0,non_habitable
86.69,0.529,10.9,15.115,3.8,0,non_habitable
25.16,1.112,-1.6,2.89,4.8,1,very_habitable
31.453000000000003,0.899,0.99,12.242,4.52,1,very_habitable
81.99,0.5670000000000001,-3.2,32.775,2.3,0,non_habitable
82.766,0.631342286,12.6,14.4,3.114,0,non_habitable
105.14,0.988,1.7,4.95,4.6,1,potentially_habitable
71.61,0.7170000000000001,11.5,11.25,3.6,0,non_habitable
61.301,0.720655357,6.1,15.55,3.5439999999999996,0,non_habitable
86.88,0.5,-3.8,33.79,3.2,0,non_habitable
50.7,0.5670000000000001,1.6,16.04,2.9,1,very_habitable
37.235,1.3730000000000002,2.972,7.359,,1,very_habitable
92.71,0.583,11.0,12.515,,0,non_habitable
67.8,0.6509999999999999,10.5,11.85,3.7,0,non_habitable
74.563,0.511,-6.867999999999999,49.787,1.8940000000000001,0,non_habitable
63.06,0.46399999999999997,-4.1,36.14,2.5,0,non_habitable
79.45100000000001,0.649042634,-13.6,39.4,2.36,0,non_habitable
50.751000000000005,0.585573519,11.4,11.7,3.553,0,potentially_habitable
74.66,0.474653253,9.0,17.7,3.515,0,non_habitable
56.67,0.736,12.8,10.7,3.6,1,potentially_habitable
13.94,0.7709999999999999,3.3,9.9,,1,very_habitable
57.21,0.779,3.8,8.5,3.6,0,non_habitable
93.125,0.425,3.835,16.233,3.076,0,non_habitable
41.211000000000006,0.95,7.593,6.4785,,1,very_habitable
76.48,0.574,0.8,24.4,3.4,0,non_habitable
85.63,0.386,7.6,14.515,2.6,0,non_habitable
70.5,0.653,3.445,15.842,2.647,0,non_habitable
55.25,1.167,0.723,3.525,5.152,1,potentially_habitable
96.96,0.483,7.0,23.225,3.4,0,non_habitable
58.7,0.565,2.5,11.65,3.5,0,non_habitable
69.97,0.358,7.7,14.55,3.1,0,non_habitable
71.82,0.716,4.5,5.065,,1,potentially_habitable
61.281000000000006,0.8640000000000001,3.033,6.635,3.5980000000000003,1,very_habitable
81.491,0.539703239,4.4,22.6,3.3989999999999996,0,non_habitable
20.969,0.7340000000000001,2.5780000000000003,6.747999999999999,4.121,1,very_habitable
67.764,0.745,13.645,12.2555,,0,non_habitable
78.15,0.467,11.8,15.96,3.1,0,non_habitable
15.38,0.759,1.2,11.245,,1,potentially_habitable
94.0,0.502,5.627999999999999,16.54,3.625,0,non_habitable
79.786,0.621902961,0.7,20.85,3.395,0,non_habitable
62.1,0.607,0.7,15.25,2.9,0,non_habitable
63.938,0.542,3.2230000000000003,38.574,2.3930000000000002,0,non_habitable
73.86,0.816,8.0,12.37,4.7,1,potentially_habitable
62.614,0.677,14.196,15.282,,0,non_habitable
68.24,0.735,10.0,11.64,,1,very_habitable
16.222,1.162,6.218,6.011,,1,very_habitable
54.681999999999995,0.145507171,2.1,16.85,2.965,0,non_habitable
81.994,0.617314933,7.7,13.35,3.6239999999999997,0,non_habitable
82.18799999999999,0.745,4.885,12.937000000000001,2.9960000000000004,0,non_habitable
96.5,0.8170000000000001,1.956,7.272,3.963,1,very_habitable
113.5,0.434,8.294,16.803,3.1839999999999997,0,non_habitable
83.495,0.6237659999999999,13.4,15.1,3.062,0,non_habitable
79.813,0.6759999999999999,4.893,12.49,3.08,0,non_habitable
106.81299999999999,0.5329999999999999,9.339,15.222000000000001,3.5,0,non_habitable
48.24,0.21,9.8,14.97,,1,very_habitable
32.09,0.8220000000000001,-1.4,6.4,4.7,1,potentially_habitable
78.1,0.389,7.1,14.31,2.8,0,non_habitable
10.149,1.456,5.801,6.0225,,1,very_habitable
89.875,0.467,6.978,20.171,3.08,0,non_habitable
24.875,0.418,0.299,12.005999999999998,5.07,1,very_habitable
66.2,0.342,6.8,15.135,3.0,0,non_habitable
65.13,0.342,1.4,15.285,2.7,0,non_habitable
110.95,0.35200000000000004,12.7,16.07,,0,non_habitable
52.522,0.589502796,2.1,8.05,3.292,0,non_habitable
18.68,0.745,2.3,5.93,5.7,1,very_habitable
65.743,0.050766310999999995,3.2,19.0,2.6510000000000002,0,non_habitable
76.2,0.688,3.9,16.375,2.8,0,non_habitable
90.381,0.592953572,10.2,13.2,3.7489999999999997,0,non_habitable
83.16,0.222,7.3,18.85,2.7,0,non_habitable
80.347,0.498861689,-10.3,35.05,2.4819999999999998,0,non_habitable
39.69,1.035,2.4,6.4,4.0,1,potentially_habitable
93.82,1.008,5.8,6.64,5.6,1,potentially_habitable
73.64699999999999,0.787956123,2.4,9.1,4.925,1,very_habitable
184.125,0.812,6.249,3.565,3.8280000000000003,1,very_habitable
70.72,0.36700000000000005,1.1,17.45,2.6,0,non_habitable
108.75,0.535,6.545,20.311,2.822,0,non_habitable
56.15,0.965,12.2,8.85,3.5,1,potentially_habitable
222.5,0.852,4.614,6.959,3.557,1,very_habitable
37.125,1.056,0.981,5.952000000000001,3.83,1,potentially_habitable
88.553,0.407560849,3.4,24.8,2.735,0,non_habitable
63.07,0.63,7.7,10.55,3.9,0,non_habitable
40.0,1.1159999999999999,0.98,6.979,4.633,1,potentially_habitable
72.434,0.535,10.867,15.0755,,0,non_habitable
60.31,0.525,5.0,14.1,3.2,0,non_habitable
46.76,0.775,3.6,6.47,5.6,1,very_habitable
39.063,1.041,0.221,7.25,3.8960000000000004,1,potentially_habitable
105.48,0.867,8.5,13.285,3.3,1,potentially_habitable
32.31,0.816,-4.2,10.3,4.7,1,very_habitable
51.292,0.44106640700000005,2.5,8.85,3.3560000000000003,0,non_habitable
56.75,1.053,3.5,5.45,4.5,1,potentially_habitable
53.58,0.986,7.2,8.13,4.6,1,potentially_habitable
52.406000000000006,0.486,1.367,11.133,3.815,1,very_habitable
52.06,0.688,3.1,9.45,3.2,0,non_habitable
18.02,0.736,0.5,5.15,4.8,1,very_habitable
208.53,0.669,0.3,10.15,3.6,1,very_habitable
59.5,0.871,2.296,3.612,4.125,1,potentially_habitable
64.452,0.6609999999999999,10.179,11.6505,,0,non_habitable
35.15,0.9570000000000001,2.1,4.15,4.8,1,potentially_habitable
74.62,0.612,-13.2,21.35,2.9,0,non_habitable
34.45,0.753,2.9,5.75,4.5,1,potentially_habitable
74.0,0.721,3.299,9.299,3.18,0,non_habitable
72.73,0.605,3.5,21.265,2.8,0,non_habitable
19.641,0.888,0.8420000000000001,7.41,3.815,1,very_habitable
43.813,0.667,0.7020000000000001,8.527000000000001,5.715,1,potentially_habitable
71.75,0.6609999999999999,-3.162,27.967,3.102,0,non_habitable
104.22399999999999,0.631849462,7.2,13.1,3.429,0,non_habitable
24.0,0.6509999999999999,6.8,9.4,3.8,1,very_habitable
21.375,0.713,0.7090000000000001,3.3930000000000002,4.363,1,very_habitable
85.69,1.133,0.1,3.965,5.0,1,potentially_habitable
81.875,0.43799999999999994,0.9690000000000001,9.822000000000001,4.394,1,potentially_habitable
60.91,0.802,11.829,13.2185,,1,potentially_habitable
75.05,0.623,0.3,20.35,3.0,0,non_habitable
37.44,0.688,-5.5,12.25,4.3,1,very_habitable
41.0,0.1,1.348,19.453,5.398,1,very_habitable
74.5,0.486,-2.1,38.485,2.2,0,non_habitable
52.36,0.78,7.521,10.5145,,0,non_habitable
45.031000000000006,0.89,1.186,6.04,3.955,1,potentially_habitable
33.42,1.005,2.2,6.61,5.4,1,potentially_habitable
166.94,0.46399999999999997,-2.5,8.25,4.6,1,potentially_habitable
61.163000000000004,0.819083076,6.2,7.0,3.511,0,non_habitable
85.4,0.34600000000000003,11.2,20.9,3.1,0,non_habitable
74.3,0.885,10.1,8.65,4.8,1,very_habitable
72.625,0.6809999999999999,3.464,7.522,3.373,0,non_habitable
105.04,0.473,6.4,22.595,,0,non_habitable
66.688,0.6459999999999999,-3.951,40.768,1.666,0,non_habitable
100.68799999999999,0.5770000000000001,2.847,12.73,3.074,0,non_habitable
29.97,0.693,-6.7,12.95,4.3,1,very_habitable
63.65,0.6579999999999999,6.1,13.75,3.6,1,potentially_habitable
30.5,0.813,4.486000000000001,4.888999999999999,4.16,1,very_habitable
23.054000000000002,1.146,5.392,3.508,,1,potentially_habitable
34.79,0.371,-7.1,17.45,4.6,1,very_habitable
50.93,0.524,12.1,5.265,4.6,0,non_habitable
48.64,0.94,4.1,6.85,4.1,1,potentially_habitable
75.02,0.47100000000000003,9.2,12.5,3.4,0,non_habitable
66.67,0.614,1.8,10.3,3.4,0,non_habitable
34.768,0.584,12.38,11.513,,1,very_habitable
29.88,0.38,6.0,15.305,,1,very_habitable
75.99,0.493,-3.3,23.45,2.9,0,non_habitable
47.7,0.8140000000000001,1.6,7.34,5.8,1,very_habitable
58.173,0.807737922,7.7,7.55,3.853,0,non_habitable
32.62,0.39899999999999997,5.8,9.8,4.4,1,very_habitable
43.313,0.898,0.9159999999999999,12.512,4.687,1,very_habitable
73.21,1.0390000000000001,7.7,9.95,4.5,1,potentially_habitable
63.97,0.632,0.4,19.4,3.1,0,non_habitable
35.02,0.48100000000000004,2.2,17.06,3.5,1,potentially_habitable
65.692,0.9059999999999999,11.664000000000001,10.66,,1,potentially_habitable
34.72,0.6709999999999999,0.6,8.8,4.2,1,potentially_habitable
74.874,1.042,9.187999999999999,9.312000000000001,,1,potentially_habitable
41.906000000000006,0.8909999999999999,0.7929999999999999,13.074000000000002,4.593999999999999,1,very_habitable
39.7,1.046,5.943,11.4305,,1,potentially_habitable
74.77,0.504,11.8,19.3,3.7,0,non_habitable
71.5,0.633,8.7,14.65,3.3,1,potentially_habitable
91.16,0.498,7.0,20.82,,0,non_habitable
37.969,0.467,3.483,12.337,4.543,1,potentially_habitable
21.016,0.611,-0.483,11.225,5.2379999999999995,1,very_habitable
83.36,0.43,10.6,14.415,,1,very_habitable
101.57,0.636,10.1,12.02,,1,potentially_habitable
54.2,0.856,2.7,5.45,4.5,1,potentially_habitable
43.67,0.8759999999999999,3.6,8.225,4.1,1,potentially_habitable
25.34,0.09300000000000001,6.4,27.115,3.0,1,very_habitable
66.69,0.53,14.0,15.72,3.3,0,non_habitable
74.51,0.5379999999999999,-7.4,51.805,2.0,0,non_habitable
30.69,0.8059999999999999,-1.6,6.2,4.8,1,potentially_habitable
66.729,0.317,8.639,20.9765,,1,potentially_habitable
66.469,0.45399999999999996,7.922999999999999,20.0135,,0,non_habitable
61.373999999999995,0.737,10.454,11.540999999999999,,1,potentially_habitable
13.617,0.596,1.367,11.133,4.441,1,very_habitable
40.469,0.728,3.199,10.228,3.137,1,potentially_habitable
79.07,0.629,13.0,14.235,3.2,0,non_habitable
73.375,0.614,0.67,6.898,4.894,1,very_habitable
84.91,0.515,11.0,14.065,3.9,0,non_habitable
79.03,0.906227263,0.3,5.75,3.903,1,very_habitable
76.938,0.687,3.565,10.595,2.8539999999999996,0,non_habitable
31.293000000000003,1.000217093,-0.1,8.65,4.64,1,very_habitable
29.734,0.429,-0.414,14.037,4.914,1,very_habitable
67.2,0.633,11.9,13.05,3.7,0,non_habitable
19.4,0.158,1.1,18.76,,1,very_habitable
60.77,0.6659999999999999,6.7,13.25,3.7,1,potentially_habitable
24.99,0.604,0.3,13.48,,1,potentially_habitable
32.31,1.311,2.5,3.865,4.0,1,potentially_habitable
41.75,0.9740000000000001,1.476,7.704,4.211,1,potentially_habitable
47.67,0.7490000000000001,8.3,9.755,,0,non_habitable
76.313,0.653887558,7.9,13.35,3.218,0,non_habitable
39.56,0.452,4.2,12.3,4.7,1,very_habitable
67.48,0.741,2.5,13.85,3.9,1,very_habitable
100.375,1.002,1.5,8.412,4.445,1,very_habitable
62.155,0.715,11.98,13.142999999999999,,1,potentially_habitable
74.5,0.555,5.529,11.073,3.342,0,non_habitable
86.99,0.441,13.9,18.455,3.5,0,non_habitable
59.01,0.675,7.8,9.3,4.0,0,non_habitable
56.168,0.209783015,5.0,13.1,3.02,0,non_habitable
77.688,0.585,4.795,13.075999999999999,3.8360000000000003,0,non_habitable
54.06,0.823,1.9,5.45,4.3,1,potentially_habitable
16.09,0.764,0.0,9.6,4.0,1,very_habitable
55.568000000000005,0.260071388,4.7,16.15,2.7760000000000002,0,non_habitable
58.471000000000004,0.12352498099999999,4.9,17.15,2.7230000000000003,0,non_habitable
82.25,0.6,1.9,17.85,3.3,0,non_habitable
74.053,0.326540669,4.2,14.0,3.112,0,non_habitable
51.31,0.585,12.7,11.735,3.9,0,non_habitable
64.0,0.6940000000000001,5.212999999999999,23.546999999999997,1.9680000000000002,0,non_habitable
90.56700000000001,0.502153893,-5.6,21.0,2.7260000000000004,0,non_habitable
90.061,0.273464273,6.4,16.2,2.8169999999999997,0,non_habitable
185.25,0.83,3.48,7.995,3.912,1,very_habitable
66.19,0.7,3.0,8.185,3.3,0,non_habitable
63.474,0.22899999999999998,10.509,21.4165,,1,potentially_habitable
40.031,1.0270000000000001,0.615,6.27,4.035,1,potentially_habitable
31.96,0.81,0.5,4.55,3.9,1,very_habitable
49.468999999999994,0.055999999999999994,9.376,23.826999999999998,2.998,0,non_habitable
157.21,0.899,4.1,9.95,4.4,1,potentially_habitable
82.18799999999999,0.457,3.945,13.144,2.6910000000000003,0,non_habitable
78.51,0.642,1.5,5.05,4.5,1,potentially_habitable
61.915,0.08421868699999999,4.9,17.35,2.838,0,non_habitable
69.518,0.812646016,-5.5,23.85,3.236,0,non_habitable
28.09,0.768,2.2,8.295,5.1,1,very_habitable
67.3,0.456,8.3,14.11,2.7,0,non_habitable
72.53,0.555,6.3,13.45,3.2,0,non_habitable
56.467,0.59,10.747,10.3515,,0,non_habitable
49.406000000000006,0.462,4.29,18.512,6.941,1,very_habitable
58.099,0.652826303,4.9,9.55,3.0989999999999998,0,non_habitable
17.92,0.8079999999999999,1.5,9.73,5.4,1,very_habitable
58.26,0.568,12.4,12.285,4.2,0,non_habitable
68.77,0.389,9.4,19.0,2.9,0,non_habitable
48.466,0.955,6.193,10.7305,,1,potentially_habitable
49.673,0.795,11.664000000000001,9.505,,0,non_habitable
58.25,0.667,4.2,11.4,3.4,1,potentially_habitable
42.445,1.429,2.421,6.0935,,1,very_habitable
69.813,0.716,2.4219999999999997,7.393,3.2319999999999998,0,non_habitable
60.563,0.818,3.299,9.982999999999999,3.3339999999999996,0,non_habitable
26.719,0.5589999999999999,0.413,10.524000000000001,5.047,1,potentially_habitable
92.95,0.467,8.6,14.3,3.3,0,non_habitable
146.732,0.9329999999999999,5.8870000000000005,7.1665,,1,potentially_habitable
65.625,0.295,6.937,19.674,3.014,0,non_habitable
40.11,0.583,5.2,9.8,3.4,1,potentially_habitable
74.567,0.5374412829999999,-8.1,17.75,2.736,0,non_habitable
57.27,0.31,-0.1,17.9,2.8,0,non_habitable
65.24,0.623,6.6,8.9,3.9,0,non_habitable
40.84,0.212,14.8,10.76,,1,potentially_habitable
60.718999999999994,0.8009999999999999,3.895,7.726,3.359,1,potentially_habitable
15.6,0.29600000000000004,4.1,16.15,4.5,1,very_habitable
26.95,1.137,3.4,5.5,4.5,1,potentially_habitable
75.813,0.31,5.733,18.242,3.012,0,non_habitable
65.21,0.736,6.3,14.85,3.0,0,non_habitable
77.283,1.141575183,3.3,6.25,4.362,1,potentially_habitable
61.42,0.53,2.2,11.2,3.2,0,non_habitable
100.17,0.391,11.6,18.11,3.2,0,non_habitable
37.32,0.888,1.4,5.46,3.3,1,potentially_habitable
47.11,0.909,3.9,7.25,4.0,1,potentially_habitable
18.26,0.77,5.3,4.695,5.2,1,potentially_habitable
19.52,0.7,1.0,9.78,4.6,1,potentially_habitable
75.55,0.494,2.7,12.0,,0,non_habitable
78.18,0.643,-7.2,21.33,3.0,0,non_habitable
83.66,0.531,9.9,12.75,,0,non_habitable
48.58,0.894,1.2,3.4,4.6,1,very_habitable
33.05,0.8079999999999999,2.5,7.85,3.5,1,potentially_habitable
97.63,0.35600000000000004,11.6,18.98,,0,non_habitable
64.868,0.8190000000000001,11.012,9.611,,0,non_habitable
43.938,0.685,3.529,7.36,3.852,1,potentially_habitable
81.07,0.26899999999999996,7.6,18.4,2.6,0,non_habitable
85.85,0.428,6.6,20.045,3.5,0,non_habitable
17.2,0.838,-2.5,11.15,5.6,1,very_habitable
63.104,0.65,2.083,15.8835,,0,non_habitable
128.3,0.792,10.1,9.835,,1,potentially_habitable
22.348000000000003,1.7619999999999998,5.777,3.0945,,1,very_habitable
77.96,0.409,7.7,17.05,3.4,0,non_habitable
64.39,0.665,5.5,12.45,3.6,1,potentially_habitable
63.07,0.721,5.5,7.75,3.5,0,non_habitable
54.482,0.09933527800000001,3.6,17.2,2.895,0,non_habitable
18.94,0.769,2.8,9.505,,1,very_habitable
55.06,0.7859999999999999,2.9,9.5,5.6,1,potentially_habitable
37.39,0.728,1.4,11.565,,1,potentially_habitable
57.287,0.21192108399999998,8.4,13.0,3.1189999999999998,0,non_habitable
115.56299999999999,0.424,3.2760000000000002,13.96,4.16,1,very_habitable
64.91,0.9229999999999999,5.4,5.5,5.0,1,very_habitable
28.1,0.88,-2.4,10.105,3.6,1,very_habitable
96.81,0.436,9.1,18.54,,0,non_habitable
65.36,1.026,1.6,4.715,4.5,1,potentially_habitable
35.97,0.48,-5.7,14.35,4.7,1,very_habitable
65.29,1.0090000000000001,1.4,5.175,5.4,1,potentially_habitable
221.125,0.664,-9.69,39.427,2.043,1,non_habitable
92.34299999999999,0.222196046,6.0,16.7,2.7689999999999997,0,non_habitable
77.21,0.444,3.5,11.495,,0,non_habitable
61.49,0.36200000000000004,6.0,11.4,4.1,1,very_habitable
60.79,0.53,3.3,9.86,,1,potentially_habitable
59.244,-0.019088062,3.4,20.5,2.5810000000000004,0,non_habitable
75.22,0.9990000000000001,4.4,5.295,5.5,1,potentially_habitable
45.53,0.52,3.7,11.585,,1,very_habitable
67.188,0.7909999999999999,4.184,18.863,2.783,1,potentially_habitable
84.37,0.5710000000000001,7.1,12.69,,0,non_habitable
60.478,0.688,4.236000000000001,10.908,,0,non_habitable
31.52,1.0390000000000001,-1.0,4.4,3.9,1,potentially_habitable
71.03,0.5760000000000001,7.1,16.71,2.5,0,non_habitable
74.65,0.639,7.1,16.125,3.1,0,non_habitable
61.526,0.8341026559999999,6.9,8.35,3.551,0,non_habitable
45.875,0.69,5.922999999999999,10.777000000000001,3.6910000000000003,1,very_habitable
66.61,0.691,10.8,12.17,,1,potentially_habitable
78.88,0.502,2.0,21.885,3.7,0,non_habitable
44.73,1.119,1.8,3.9,4.3,1,potentially_habitable
25.9,0.866,1.8,8.1,5.1,1,very_habitable
74.0,0.768,0.243,9.67,5.672000000000001,1,very_habitable
92.19,0.391,11.1,17.735,3.3,0,non_habitable
84.78,0.617,4.8,11.425,,0,non_habitable
32.938,0.996,1.335,8.821,4.641,1,very_habitable
85.869,1.13219563,2.3,5.75,4.5489999999999995,1,potentially_habitable
68.45,0.35,5.392,27.221,,0,non_habitable
69.32,0.617,12.1,16.105,,1,very_habitable
128.0,0.6409999999999999,7.388,10.874,3.33,1,very_habitable
87.81299999999999,0.7,7.785,13.212,2.9530000000000003,0,non_habitable
108.53,0.561,6.2,20.7,3.3,0,non_habitable
77.67,0.501,10.3,12.905,3.2,0,non_habitable
73.22,0.524,0.1,13.19,,0,non_habitable
65.298,0.644832329,3.6,7.4,3.2430000000000003,0,non_habitable
120.82,0.675,0.6,10.315,,1,potentially_habitable
88.51,0.38057300299999997,-16.9,25.75,2.43,0,non_habitable
22.609,0.077,1.6740000000000002,17.955,5.156000000000001,1,very_habitable
64.47,0.643,8.6,12.1,3.7,0,non_habitable
39.66,0.467,4.6,13.01,5.0,1,potentially_habitable
79.313,0.72,-7.159,36.7,2.258,0,non_habitable
65.13,0.76,6.8,10.7,3.8,0,non_habitable
59.94,0.7190000000000001,8.8,8.0,4.1,0,non_habitable
22.98,0.9129999999999999,1.1,6.75,5.0,1,very_habitable
76.15,0.633,4.7,11.75,3.6,1,potentially_habitable
35.71,0.696,2.3,11.39,,1,potentially_habitable
92.819,0.855761372,3.5,8.75,4.534,1,potentially_habitable
79.53,0.6242820960000001,-2.9,25.35,3.142,0,non_habitable
46.468999999999994,1.07,1.8719999999999999,5.013,4.156000000000001,1,potentially_habitable
31.22,0.846,-1.4,5.5,4.9,1,potentially_habitable
105.0,0.988,7.7,11.85,4.3,1,potentially_habitable
37.24,1.069,1.1,6.59,4.7,1,potentially_habitable
21.78,0.857,0.3,9.21,,1,very_habitable
27.63,0.524,-3.1,5.835,4.8,1,potentially_habitable
45.23,0.146,3.6,24.38,3.0,1,very_habitable
174.17,0.972063916,5.3,6.55,4.045,1,potentially_habitable
74.49,0.7020000000000001,2.2,12.83,,1,potentially_habitable
71.32,0.358,8.0,14.36,3.3,0,non_habitable
73.25,0.654,1.8559999999999999,10.254000000000001,3.242,0,non_habitable
53.622,0.20682587600000002,3.2,13.2,3.0180000000000002,0,non_habitable
68.78399999999999,0.65,17.756,14.767000000000001,,0,non_habitable
88.5,0.623,9.1,15.05,3.6,1,potentially_habitable
52.4,0.956,3.7,7.105,4.4,1,potentially_habitable
72.4,0.29,-0.2,39.915,2.3,0,non_habitable
70.4,1.064,2.4,4.0,4.4,1,very_habitable
66.97,0.36700000000000005,0.3,19.01,2.4,0,non_habitable
77.68,0.45899999999999996,-6.8,44.645,1.9,0,non_habitable
70.578,0.838,7.315,10.3035,,1,potentially_habitable
65.23,0.371,4.1,11.95,3.3,0,non_habitable
22.997,1.642,5.282,3.287,,1,very_habitable
43.49,0.5489999999999999,6.3,17.055,,0,non_habitable
68.21,0.623,4.8,9.8,4.2,0,non_habitable
75.21,0.38,14.2,19.5,3.1,0,non_habitable
78.49,0.483,13.0,13.3,3.2,0,non_habitable
67.494,0.535,9.574,15.887,,0,non_habitable
81.46,0.505,-12.1,35.24,2.0,0,non_habitable
130.0,1.063,6.4,8.3,4.3,1,potentially_habitable
61.32,0.6890000000000001,9.5,13.95,3.5,1,potentially_habitable
46.69,0.9179999999999999,2.1,6.705,4.2,1,potentially_habitable
74.27,0.521,3.7,18.55,3.5,0,non_habitable
75.85,0.626,1.8,21.045,2.9,0,non_habitable
51.04,0.96,3.7,8.15,4.5,1,potentially_habitable
95.16,0.7140000000000001,9.6,12.96,3.4,0,non_habitable
80.938,0.578,1.247,9.3,3.457,0,non_habitable
73.12,0.519,7.0,12.1,3.2,0,non_habitable
67.39,0.898,9.6,9.755,,1,very_habitable
35.19,0.7440000000000001,7.9,4.71,4.6,1,potentially_habitable
70.559,1.222,6.245,5.9145,,1,potentially_habitable
44.57,0.45799999999999996,10.4,12.4,3.2,1,potentially_habitable
59.53,0.605,10.2,13.3,3.9,0,non_habitable
39.83,0.757,-1.5,4.95,3.9,1,potentially_habitable
75.813,0.5539999999999999,3.9019999999999997,29.545,2.674,0,non_habitable
35.04,0.8270000000000001,3.5,6.925,,1,very_habitable
49.23,0.8059999999999999,-1.4,15.3,3.9,0,non_habitable
62.957,0.53,16.795,14.9175,,0,non_habitable
55.816,0.802,0.10099999999999999,14.3515,,0,non_habitable
54.551,0.759,0.748,13.147,,0,non_habitable
33.39,0.723,-1.2,7.9,4.3,1,potentially_habitable
61.87,0.579,1.8,11.1,3.2,0,non_habitable
99.93,0.377,13.0,19.93,,0,non_habitable
42.49,0.9790000000000001,3.5,4.85,4.3,1,potentially_habitable
59.07,0.695,6.6,10.5,3.5,0,non_habitable
66.813,0.635,3.915,11.173,2.945,0,non_habitable
53.27,0.32,-0.3,14.985,2.7,0,non_habitable
104.803,0.653405491,8.5,11.55,3.4960000000000004,0,non_habitable
91.17,0.47,2.2,20.3,3.1,0,non_habitable
28.03,0.354,6.6,15.51,,1,very_habitable
37.9,1.119,0.8,3.3,4.9,1,potentially_habitable
43.02,0.865,2.5,7.01,4.3,1,potentially_habitable
20.953000000000003,0.5,1.298,12.667,4.797,1,very_habitable
15.609000000000002,1.429,-0.22,8.184,,1,very_habitable
65.46,0.34299999999999997,-1.4,26.8,2.6,0,non_habitable
70.555,0.306,17.937,19.8485,,0,non_habitable
165.0,1.044,0.8,5.2,4.4,1,potentially_habitable
99.28,0.6970000000000001,8.1,15.16,,1,potentially_habitable
