name,platform,year,genre,publisher,north_america_sales,europe_sales,japan_sales,global_sales
Wild West Shootout,Wii,2010.0,Shooter,Unknown,0.01,0.01,0.0,0.02
ESPN Great Outdoor Games Bass 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.05
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005.0,Platform,Ubisoft,0.06,0.05,0.0,0.13
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.03,0.03
Tak: The Great Juju Challenge,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.15
Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.49,0.0,1.05
Golden Sun,GBA,2001.0,Role-Playing,Nintendo,0.93,0.38,0.4,1.76
Supreme Commander 2,PC,2010.0,Strategy,Square Enix,0.0,0.15,0.0,0.19
Microsoft Train Simulator,PC,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.05
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,Game Factory,0.14,0.0,0.0,0.15
Two Worlds,X360,2007.0,Role-Playing,SouthPeak Games,0.41,0.23,0.0,0.71
Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.31,0.03,0.04,0.41
The Grim Adventures of Billy & Mandy,Wii,2006.0,Action,Midway Games,0.04,0.0,0.0,0.05
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996.0,Role-Playing,ArtDink,0.06,0.04,0.09,0.2
Super Dodge Ball Advance,GBA,2001.0,Sports,Ubisoft,0.14,0.05,0.0,0.2
BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,0.21,0.08,0.04,0.36
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993.0,Misc,Imax,0.0,0.0,0.06,0.06
Dave Mirra Freestyle BMX: Maximum Remix,PS,2001.0,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.27
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.03
NCAA Football 2003,XB,2002.0,Sports,Electronic Arts,0.39,0.11,0.0,0.52
LEGO Star Wars II: The Original Trilogy,GBA,2006.0,Action,LucasArts,0.06,0.02,0.0,0.09
The Sims 2: Apartment Life,PC,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.09
The Godfather (JP sales),PS2,2006.0,Action,Electronic Arts,0.39,0.02,0.0,0.47
Winning Post 3,PS,1998.0,Racing,Tecmo Koei,0.0,0.0,0.14,0.15
Aquaman: Battle for Atlantis,GC,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.01
Tales of Fandom Vol.2,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.08,0.08
Higurashi no Naku Koro ni Matsuri,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.11,0.11
The Scorpion King: Sword of Osiris,GBA,2002.0,Action,Vivendi Games,0.13,0.05,0.0,0.19
Disney's Aladdin,SNES,1993.0,Platform,Capcom,0.94,0.34,0.21,1.75
Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.04
Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft,0.04,0.01,0.0,0.06
Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision,0.44,0.34,0.25,1.14
Junior Brain Trainer 2,DS,2010.0,Misc,GSP,0.04,0.21,0.0,0.29
Dogz,DS,2006.0,Simulation,Ubisoft,0.51,0.02,0.0,0.57
Samurai Warriors 2: Empires,PS2,2006.0,Action,Tecmo Koei,0.0,0.0,0.19,0.19
Disney's DuckTales,GB,1988.0,Platform,Capcom,0.82,0.23,0.35,1.43
Tony Hawk's American Sk8land,GBA,2005.0,Sports,Activision,0.17,0.06,0.0,0.24
Warriors Orochi,PSP,2008.0,Action,Tecmo Koei,0.02,0.0,0.18,0.2
Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.03
Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.06
Spider-Man 2: Enter: Electro,PS,2001.0,Action,Activision,0.57,0.87,0.02,1.55
The Sims 2,DS,2005.0,Simulation,Electronic Arts,0.82,0.07,0.0,0.96
Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,Ubisoft,0.08,0.06,0.0,0.16
My Word Coach,DS,2007.0,Misc,Ubisoft,0.37,0.9,0.0,1.45
Pikmin,GC,2001.0,Strategy,Nintendo,0.78,0.25,0.56,1.63
Geist,GC,2005.0,Adventure,Nintendo,0.11,0.03,0.0,0.15
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.04
Mafia II,PC,2010.0,Action,Take-Two Interactive,0.17,0.17,0.0,0.4
Pokemon Trozei!,DS,2005.0,Puzzle,Nintendo,0.26,0.0,0.31,0.6
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,3.54
Norse by Norsewest: The Return of the Lost Vikings,PS,1997.0,Action,Interplay,0.04,0.03,0.0,0.07
Battlestations: Pacific,PC,2009.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.03
Yu Yu Hakusho: Tournament Tactics,GBA,2004.0,Strategy,Atari,0.08,0.03,0.0,0.11
Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,0.61,0.37,0.0,1.09
Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.08
FIFA Soccer 06,GBA,2005.0,Sports,Electronic Arts,0.05,0.02,0.0,0.07
NERF N-Strike: Double Blast Bundle,Wii,2010.0,Shooter,Electronic Arts,0.09,0.0,0.0,0.09
Shonen Jump's Shaman King: Master of Spirits,GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.14
Cel Damage,GC,2002.0,Racing,Electronic Arts,0.05,0.01,0.0,0.06
All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.17,0.06,0.0,0.24
Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,Activision,0.82,0.38,0.0,1.24
World Party Games,Wii,2009.0,Misc,505 Games,0.07,0.0,0.0,0.08
Mr. Driller: Drill Spirits,DS,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.14
Jampack: Summer 2003 (RP-T),PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.19
Medarot 3: Kabuto / Kuwagata Version,GB,2000.0,Role-Playing,Imagineer,0.0,0.0,0.27,0.27
Scrabble,PS,1999.0,Misc,Ubisoft,0.14,0.1,0.0,0.25
Ashes Cricket 2009,Wii,2009.0,Sports,Codemasters,0.0,0.23,0.0,0.24
Super Puyo Puyo,SNES,1993.0,Puzzle,Banpresto,0.0,0.0,1.69,1.7
Battle Rage,Wii,2008.0,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.04
All Star Pro-Wrestling,PS2,2000.0,Fighting,SquareSoft,0.0,0.0,0.2,0.2
Sesame Street: Elmo's Number Journey,PS,1998.0,Misc,NewKidCo,0.13,0.09,0.0,0.24
Final Fantasy,NES,1987.0,Role-Playing,SquareSoft,0.32,0.0,0.52,0.84
Arthur! Ready to Race,PS,2000.0,Racing,The Learning Company,0.03,0.02,0.0,0.05
Sprung - A Game Where Everyone Scores,DS,2004.0,Adventure,Ubisoft,0.06,0.0,0.0,0.06
DECA Sports Freedom,X360,2010.0,Sports,Hudson Soft,0.27,0.04,0.0,0.33
Digimon World: Dawn / Dusk,DS,2007.0,Role-Playing,Namco Bandai Games,0.14,0.0,0.18,0.33
Minna no Joushiki Ryoku TV,Wii,2008.0,Misc,Nintendo,0.0,0.0,0.08,0.08
NCAA Football 98,PS,1997.0,Sports,Electronic Arts,0.39,0.27,0.0,0.7
Firefighter F.D.18,PS2,2004.0,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.07
LifeSigns: Surgical Unit,DS,2005.0,Simulation,JoWood Productions,0.01,0.01,0.0,0.02
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007.0,Sports,DSI Games,0.02,0.0,0.0,0.02
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.56,0.59
Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.05
NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.07
One Piece: Gigant Battle!,DS,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.36
EX Monopoly,GBA,2001.0,Misc,Takara,0.16,0.06,0.0,0.22
The God of War Trilogy,PS3,2010.0,Action,Sony Computer Entertainment,0.0,0.07,0.03,0.12
Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,0.49,0.52,0.03,1.26
Valkyria Chronicles,PS3,2008.0,Role-Playing,Sega,0.71,0.2,0.24,1.29
A.C.E.: Another Century's Episode 3: The Final,PS2,2007.0,Simulation,Banpresto,0.0,0.0,0.26,0.26
Charm Girls Club: Pajama Party,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.15
Battlefield 2: Modern Combat,X360,2006.0,Shooter,Electronic Arts,0.35,0.02,0.01,0.41
FIFA 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,1.87
Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Ubisoft,0.11,0.0,0.0,0.13
G.I. Joe: The Rise of Cobra,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.14
Trivial Pursuit unhinged,XB,2004.0,Misc,Atari,0.07,0.02,0.0,0.09
Super Black Bass Fishing,DS,2005.0,Sports,Majesco Entertainment,0.04,0.0,0.0,0.04
NBA 2K2,PS2,2002.0,Sports,Sega,0.59,0.46,0.01,1.22
Front Line,2600,1981.0,Action,Taito,0.22,0.01,0.0,0.24
The King of Fighters '96,SAT,1996.0,Fighting,SNK,0.0,0.0,0.21,0.21
The Lord of the Rings: The Return of the King,GBA,2003.0,Action,Electronic Arts,0.4,0.15,0.0,0.56
NBA Live 10,X360,2009.0,Sports,Electronic Arts,0.4,0.02,0.0,0.45
Wallace & Gromit in Project Zoo,XB,2003.0,Platform,BAM! Entertainment,0.02,0.01,0.0,0.03
Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.24,0.09,0.0,0.33
The Sims: Hot Date,PC,2001.0,Simulation,Electronic Arts,1.81,0.0,0.0,1.82
Major League Baseball 2K5,XB,2005.0,Sports,Take-Two Interactive,0.52,0.02,0.0,0.56
Cabela's Dangerous Hunts 2009,X360,2008.0,Sports,Activision,0.12,0.0,0.0,0.13
Rhapsody: A Musical Adventure,PS,1998.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.04
Outlaw Tennis,PS2,2005.0,Sports,Global Star,0.04,0.03,0.0,0.08
SimCity,PC,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.03
Tomb Raider: Anniversary,Wii,2007.0,Action,Eidos Interactive,0.12,0.63,0.0,0.86
Aoishiro,PS2,2008.0,Adventure,Success,0.0,0.0,0.02,0.02
Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,0.04,0.01,0.0,0.05
FIFA Soccer 2003 (weekly jp sales),PS2,2002.0,Sports,Electronic Arts,0.0,0.0,0.04,0.04
Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,0.77,0.29,0.0,1.08
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010.0,Shooter,Activision,0.01,0.0,0.0,0.01
Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.39,0.0,0.0,0.42
NBA Jam,PS2,2003.0,Sports,Acclaim Entertainment,0.2,0.16,0.0,0.41
Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,0.1,0.0,0.0,0.11
Corvette Evolution GT,DS,2008.0,Racing,Black Bean Games,0.1,0.0,0.0,0.1
NASCAR 06: Total Team Control,XB,2005.0,Racing,Electronic Arts,0.2,0.06,0.0,0.27
Descent Maximum,PS,1997.0,Shooter,Interplay Productions,0.05,0.04,0.0,0.1
NASCAR 08,X360,2007.0,Racing,Electronic Arts,0.26,0.0,0.0,0.29
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,Kadokawa Shoten,0.0,0.0,0.07,0.07
Civilization II,PS,1998.0,Strategy,Activision,0.15,0.11,0.0,0.28
Power Rangers: Time Force,GBA,2001.0,Action,THQ,0.14,0.05,0.0,0.2
Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,0.2,0.05,0.0,0.26
SRS: Street Racing Syndicate,PS2,2004.0,Racing,Namco Bandai Games,0.26,0.21,0.0,0.54
Disney's Kim Possible: Global Gemini,DS,2007.0,Platform,Disney Interactive Studios,0.05,0.01,0.0,0.06
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010.0,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.05
Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.35
The Incredibles: Rise of the Underminer,PS2,2005.0,Action,THQ,0.18,0.14,0.0,0.36
San Goku Shi DS 2,DS,2007.0,Strategy,Tecmo Koei,0.0,0.0,0.02,0.02
The Sly Collection,PS3,2010.0,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.69
My Amusement Park,DS,2010.0,Misc,Scholastic Inc.,0.06,0.0,0.0,0.07
Gadget Racers,PS2,2000.0,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.08
Congo Bongo,2600,1982.0,Action,Sega,0.37,0.02,0.0,0.4
Resident Evil 2,GC,2003.0,Action,Capcom,0.04,0.01,0.0,0.06
NHL 2K6,XB,2005.0,Sports,Take-Two Interactive,0.16,0.05,0.0,0.21
Lunar: Silver Star Story Complete,SAT,1997.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.21
Nicktoons: Unite!,PS2,2005.0,Adventure,THQ,0.34,0.01,0.0,0.41
Viz,N64,1998.0,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.29
GunGriffon,SAT,1995.0,Simulation,Sega,0.0,0.0,0.19,0.19
Dave Mirra Freestyle BMX,PS,2000.0,Sports,Acclaim Entertainment,0.91,0.11,0.0,1.05
World Series of Poker 2008: Battle for the Bracelets,PS3,2007.0,Misc,Activision,0.08,0.01,0.0,0.1
Marker Man Adventures,DS,2009.0,Platform,Majesco Entertainment,0.02,0.0,0.0,0.03
Mobile Suit Gundam version 2.0,PS,1996.0,Action,Namco Bandai Games,0.0,0.0,0.36,0.38
Madden NFL 08,DS,2007.0,Sports,Electronic Arts,0.24,0.0,0.0,0.27
Moon,DS,2009.0,Adventure,Mastiff,0.04,0.0,0.0,0.05
Disney Channel Collection Vol. 1,GBA,2004.0,Misc,,0.08,0.03,0.0,0.11
Dementium: The Ward,DS,2007.0,Shooter,SouthPeak Games,0.15,0.01,0.0,0.17
Ikki Tousen: Eloquent Fist,PSP,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.02
True Crime: Streets of LA,XB,2003.0,Action,Activision,0.96,0.37,0.0,1.38
Kobe Bryant in NBA Courtside,N64,1998.0,Sports,Nintendo,1.02,0.13,0.04,1.19
Palais de Reine,PS2,2007.0,Strategy,Interchannel-Holon,0.0,0.0,0.01,0.01
Super Robot Taisen A,GBA,2001.0,Strategy,Banpresto,0.0,0.0,0.35,0.36
Sly 2: Band of Thieves,PS2,2004.0,Platform,Sony Computer Entertainment,0.88,0.69,0.0,1.81
Worldwide Soccer Manager 2007,PC,2006.0,Sports,Sega,0.0,0.02,0.0,0.02
Making History: The Great War,PSP,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.12
Thunder Alley,GBA,2004.0,Racing,XS Games,0.01,0.0,0.0,0.01
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010.0,Strategy,CyberFront,0.0,0.0,0.01,0.01
WWII Aces,Wii,2008.0,Simulation,Destineer,0.27,0.0,0.0,0.29
Rygar: The Battle of Argus,Wii,2008.0,Action,Rising Star Games,0.09,0.0,0.0,0.09
Mahjong Taikai,DS,2004.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.04
Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005.0,Role-Playing,Konami Digital Entertainment,0.01,0.01,0.0,0.02
Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009.0,Adventure,Revolution (Japan),0.0,0.0,0.02,0.02
Max Payne,GBA,2003.0,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.03
Samurai Spirits (CD),NG,1994.0,Fighting,SNK,0.0,0.0,0.2,0.2
The King of Fighters XI,PS2,2006.0,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.19
Twisted Metal,PS,1995.0,Action,Sony Computer Entertainment,1.32,0.19,0.0,1.56
Guilty Gear X2 #Reload,XB,2004.0,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.15
Grandia III,PS2,2005.0,Role-Playing,Square Enix,0.12,0.1,0.24,0.49
WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,THQ,0.25,0.23,0.0,0.62
SoulCalibur II,PS2,2003.0,Fighting,Namco Bandai Games,1.06,0.62,0.13,2.06
The Incredibles: Rise of the Underminer,GBA,2005.0,Action,THQ,0.29,0.11,0.0,0.4
X-Men: Next Dimension,PS2,2002.0,Fighting,Activision,0.23,0.18,0.0,0.47
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.02
Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,5.3
Petz: Hamsterz Life 2,GBA,2007.0,Misc,Ubisoft,0.01,0.0,0.0,0.01
Triple Play 2000,PS,1999.0,Sports,Electronic Arts,0.79,0.54,0.0,1.43
Mass Destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.11
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005.0,Racing,Codemasters,0.0,0.25,0.0,0.26
Dance Sensation!,Wii,2010.0,Misc,Majesco Entertainment,0.06,0.0,0.0,0.06
Fight Club,PS2,2004.0,Fighting,Vivendi Games,0.09,0.07,0.0,0.18
Port Royale 2,PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.04
NBA Ballers: Phenom,XB,2006.0,Sports,Midway Games,0.09,0.03,0.0,0.13
.hack//G.U. Vol.2//Reminisce,PS2,2006.0,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.23
Viewtiful Joe 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.21
007: Quantum of Solace,Wii,2008.0,Action,Activision,0.3,0.29,0.01,0.67
Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007.0,Adventure,D3Publisher,0.0,0.0,0.02,0.02
Wall-E,PS3,2008.0,Platform,THQ,0.12,0.21,0.0,0.4
Allied General,PS,1996.0,Strategy,SSI,0.11,0.07,0.0,0.19
Dark Half,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.04
All-Star Baseball 2003,GBA,2002.0,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.15
Rock Band Track Pack: Classic Rock,Wii,2009.0,Misc,MTV Games,0.22,0.0,0.0,0.23
Nichibutsu Arcade Classics,SNES,1995.0,Misc,Nichibutsu,0.0,0.0,0.28,0.28
Monster Rancher Battle Card: Episode II,PS,2000.0,Action,Tecmo Koei,0.04,0.03,0.0,0.07
Neverwinter Nights 2,PC,2006.0,Role-Playing,Atari,0.0,0.02,0.0,0.03
Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,Nintendo,0.61,0.27,0.27,1.22
Big Brain Academy,DS,2005.0,Misc,Nintendo,1.67,2.78,1.6,6.67
Conker: Live And Reloaded,XB,2005.0,Adventure,Microsoft Game Studios,0.49,0.2,0.0,0.71
Halo 3,X360,2007.0,Shooter,Microsoft Game Studios,7.97,2.83,0.13,12.14
Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.06,0.0,0.16
Crash City Mayhem,GBA,2004.0,Racing,THQ,0.67,0.25,0.0,0.93
Bio FREAKS,PS,1998.0,Action,GT Interactive,0.07,0.05,0.0,0.13
The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.06
Command & Conquer: Red Alert,PS,1997.0,Strategy,Virgin Interactive,0.23,0.16,0.0,0.41
DiRT,PC,2007.0,Racing,Codemasters,0.0,0.02,0.0,0.02
Pachi-Slot Aruze Oukoku 4,PS,2000.0,Misc,Aruze Corp,0.0,0.0,0.49,0.53
Tomb Raider Chronicles,PS,1999.0,Action,Eidos Interactive,0.34,0.23,0.0,0.61
Chaos Wars,PS2,2006.0,Strategy,Idea Factory,0.0,0.0,0.04,0.04
Archer Maclean's 3D Pool,GBA,2003.0,Misc,Crave Entertainment,0.05,0.02,0.0,0.07
Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.16
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.43,0.94,0.74,3.38
Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.01,0.0,0.11
Macross Digital Mission VF-X,PS,1997.0,Simulation,Namco Bandai Games,0.0,0.0,0.28,0.3
Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,2.49,0.98,1.57,5.19
Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,0.27,0.21,0.0,0.54
Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.03
SNK Arcade Classics Vol. 1,Wii,2008.0,Misc,Ignition Entertainment,0.06,0.0,0.0,0.07
pro evolution soccer 2011,PS2,2010.0,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.41
Toy Story Racer,PS,2001.0,Racing,Activision,0.08,0.06,0.0,0.15
Ape Escape Academy,PSP,2004.0,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.33
TNA iMPACT!,Wii,2008.0,Fighting,Midway Games,0.14,0.01,0.0,0.16
NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.43
Tomb Raider: Underworld,DS,2008.0,Action,Eidos Interactive,0.16,0.03,0.0,0.2
Battlezone,2600,1982.0,Shooter,Atari,0.58,0.03,0.0,0.62
SpongeBob's Boating Bash,Wii,2010.0,Misc,THQ,0.25,0.07,0.0,0.35
Discworld II: Mortality Bytes!,PS,1996.0,Adventure,Psygnosis,0.01,0.01,0.0,0.02
Unreal Tournament III,PC,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.06
Championship Foosball,Wii,2008.0,Sports,505 Games,0.09,0.0,0.0,0.09
Custom Robo V2,N64,2000.0,Fighting,Nintendo,0.0,0.0,0.34,0.39
World Stadium 3,PS,1999.0,Sports,Namco Bandai Games,0.0,0.0,0.31,0.33
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010.0,Action,Activision,0.09,0.04,0.0,0.15
Guilty Gear XX Accent Core,PS2,2007.0,Fighting,Unknown,0.0,0.0,0.04,0.04
Gladiator: Sword of Vengeance,PS2,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.12
Fight Club,XB,2004.0,Fighting,Vivendi Games,0.08,0.02,0.0,0.11
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,PS2,2006.0,Role-Playing,Tecmo Koei,0.0,0.0,0.09,0.09
Nounai Aeshe: IQ Suppli DS,DS,2006.0,Misc,Spike,0.0,0.0,0.3,0.3
SingStar '80s,PS2,2005.0,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.3
Stronghold Legends,PC,2006.0,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.02
UEFA Champions League 2006-2007,PSP,2007.0,Sports,Electronic Arts,0.01,0.0,0.0,0.01
Smarty Pants,Wii,2007.0,Misc,Electronic Arts,0.53,0.76,0.0,1.45
Bionicle,XB,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.06
EverBlue 2,PS2,2002.0,Adventure,Capcom,0.02,0.01,0.0,0.03
Crazy Taxi: Catch a Ride,GBA,2003.0,Racing,THQ,0.21,0.08,0.0,0.3
Infinite Undiscovery,X360,2008.0,Role-Playing,Square Enix,0.34,0.18,0.12,0.7
LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.89,1.54,0.0,4.9
Looney Tunes: Back in Action,GBA,2003.0,Platform,Electronic Arts,0.13,0.05,0.0,0.18
Pokémon Stadium 2,N64,2000.0,Strategy,Nintendo,1.02,0.36,1.13,2.73
LEGO Batman: The Videogame,PS3,2008.0,Action,Warner Bros. Interactive Entertainment,0.72,0.42,0.0,1.32
G-Force,DS,2009.0,Action,Disney Interactive Studios,0.27,0.23,0.0,0.56
Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.54
WWE SmackDown vs. Raw 2009,X360,2008.0,Fighting,THQ,0.58,0.26,0.0,0.92
Amagoushi no Yakata,PS2,2007.0,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.02
Brave Story: New Traveler (US sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.11
NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2.03,0.21,0.0,2.59
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008.0,Misc,GungHo,0.0,0.0,0.04,0.04
Ready 2 Rumble Boxing,N64,1999.0,Sports,Midway Games,0.47,0.11,0.0,0.59
Captain Tsubasa J: The Way to World Youth,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.03
Felony 11-79,PS,1997.0,Racing,ASCII Entertainment,0.06,0.04,0.0,0.11
Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,1.76
Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.33
Dino Crisis 3,XB,2003.0,Action,Capcom,0.08,0.03,0.03,0.14
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.04,0.04
Safari Adventures: Africa,DS,2008.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.03
Killer Instinct,SNES,1995.0,Fighting,Nintendo,2.26,0.72,0.12,3.2
Bass Hunter 64,N64,1999.0,Sports,Take-Two Interactive,0.25,0.06,0.0,0.31
SD Gundam GNext,SNES,1995.0,Strategy,Namco Bandai Games,0.0,0.0,0.2,0.2
Stuntman: Ignition,PS2,2007.0,Racing,THQ,0.13,0.1,0.0,0.27
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.87,1.57,1.05,3.84
Call Of Duty 2: Big Red One,XB,2005.0,Shooter,Activision,0.66,0.4,0.0,1.12
Are You Smarter Than a 5th Grader? Back to School,Wii,2010.0,Misc,Nintendo,0.2,0.0,0.0,0.21
Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.05
Paris-Dakar Rally,PS2,2001.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.15
Samurai Shodown III,NG,1995.0,Fighting,SNK,0.0,0.0,0.08,0.08
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007.0,Action,Marvelous Interactive,0.0,0.0,0.02,0.02
Opoona,Wii,2007.0,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.1
